Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,SimplOverallQual,SimplOverallCond,SimplPoolQC,SimplGarageCond,SimplGarageQual,SimplFireplaceQu,SimplFunctional,SimplKitchenQual,SimplHeatingQC,SimplBsmtFinType1,SimplBsmtFinType2,SimplBsmtCond,SimplBsmtQual,SimplExterCond,SimplExterQual,OverallGrade,GarageGrade,ExterGrade,KitchenScore,FireplaceScore,GarageScore,PoolScore,SimplOverallGrade,SimplExterGrade,SimplPoolScore,SimplGarageScore,SimplFireplaceScore,SimplKitchenScore,TotalBath,AllSF,AllFlrsSF,AllPorchSF,HasMasVnr,BoughtOffPlan
37,SC20,RL,112.0,10859,2,,4,Lvl,4,Corner,3,CollgCr,Norm,Norm,1Fam,1Story,5,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4.0,3.0,0.0,1.0,0,1.0,0,1097,1097,GasA,5,Y,SBrkr,1097,0,0,1097,0,0,1,1,3,1,3,6,8,0,,Attchd,1995.0,Unf,2,672,3.0,3.0,2,392,64,0,0,0,0,,,,0,Jun,2009,WD,Normal,145000,2,2,,1.0,1.0,,4,1,2,1.0,1.0,1.0,2.0,1,1,25,9.0,9,3,,2016.0,,4,1,,672.0,,1,1.5,2194,1097,64,0.0,0
38,SC20,RL,74.0,8532,2,,4,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,6,1954,1990,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,650.0,3,3,CBlock,3.0,3.0,0.0,3.0,1213,1.0,0,84,1297,GasA,4,Y,SBrkr,1297,0,0,1297,0,1,1,0,3,1,3,5,8,1,3.0,Attchd,1954.0,Fin,2,498,3.0,3.0,2,0,0,0,0,0,0,,,,0,Oct,2009,WD,Normal,153000,2,2,,1.0,1.0,1.0,4,1,2,1.0,1.0,1.0,1.0,1,1,30,9.0,9,3,3.0,1494.0,,4,1,,498.0,1.0,1,1.5,2594,1297,0,1.0,0
39,SC20,RL,68.0,7922,2,,4,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,7,1953,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,CBlock,3.0,3.0,0.0,6.0,731,1.0,0,326,1057,GasA,3,Y,SBrkr,1057,0,0,1057,1,0,1,0,3,1,4,5,8,0,,Detchd,1953.0,Unf,1,246,3.0,3.0,2,0,52,0,0,0,0,,,,0,Jan,2010,WD,Abnorml,109000,2,3,,1.0,1.0,,4,2,1,2.0,1.0,1.0,1.0,2,1,35,9.0,12,4,,738.0,,6,2,,246.0,,2,2.0,2114,1057,52,0.0,0
40,SC90,RL,65.0,6040,2,,4,Lvl,4,Inside,3,Edwards,Norm,Norm,Duplex,1Story,4,5,1955,1955,Gable,CompShg,AsbShng,Plywood,None,0.0,3,3,PConc,,,,,0,,0,0,0,GasA,3,N,FuseP,1152,0,0,1152,0,0,2,0,2,2,2,6,8,0,,,,,0,0,,,0,0,0,0,0,0,0,,,,0,Jun,2008,WD,AdjLand,82000,2,2,,,,,4,1,1,,,,,1,1,20,,9,4,,,,4,1,,,,2,2.0,1152,1152,0,0.0,0
41,SC20,RL,84.0,8658,2,,4,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,6,5,1965,1965,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,101.0,3,3,CBlock,3.0,3.0,0.0,3.0,643,1.0,0,445,1088,GasA,5,Y,SBrkr,1324,0,0,1324,0,0,2,0,3,1,3,6,8,1,3.0,Attchd,1965.0,RFn,2,440,3.0,3.0,2,0,138,0,0,0,0,,GdWo,,0,Dec,2006,WD,Abnorml,160000,2,2,,1.0,1.0,1.0,4,1,2,1.0,1.0,1.0,1.0,1,1,30,9.0,9,3,3.0,1320.0,,4,1,,440.0,1.0,1,2.0,2412,1324,138,1.0,0
42,SC20,RL,115.0,16905,2,,4,Lvl,4,Inside,3,Timber,Norm,Norm,1Fam,1Story,5,6,1959,1959,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,CBlock,3.0,3.0,3.0,4.0,967,1.0,0,383,1350,GasA,4,Y,SBrkr,1328,0,0,1328,0,1,1,1,2,1,3,5,8,2,4.0,Attchd,1959.0,RFn,1,308,3.0,3.0,1,0,104,0,0,0,0,,,,0,Jul,2007,WD,Normal,170000,2,2,,1.0,1.0,2.0,4,1,2,2.0,1.0,1.0,1.0,2,1,30,9.0,12,3,8.0,924.0,,4,2,,308.0,4.0,1,2.0,2678,1328,104,0.0,0
43,SC85,RL,,9180,2,,3,Lvl,4,CulDSac,3,SawyerW,Norm,Norm,1Fam,SFoyer,5,7,1983,1983,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,4.0,3.0,2.0,5.0,747,2.0,93,0,840,GasA,4,Y,SBrkr,884,0,0,884,1,0,1,0,2,1,4,5,8,0,,Attchd,1983.0,RFn,2,504,3.0,4.0,2,240,0,0,0,0,0,,MnPrv,,0,Dec,2007,WD,Normal,144000,2,3,,2.0,1.0,,4,2,2,2.0,1.0,1.0,2.0,1,1,35,12.0,9,4,,1512.0,,6,1,,504.0,,2,2.0,1724,884,0,0.0,0
44,SC20,RL,,9200,2,,3,Lvl,4,CulDSac,3,CollgCr,Norm,Norm,1Fam,1Story,5,6,1975,1980,Hip,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,4.0,3.0,2.0,2.0,280,4.0,491,167,938,GasA,3,Y,SBrkr,938,0,0,938,1,0,1,0,3,1,3,5,8,0,,Detchd,1977.0,Unf,1,308,3.0,3.0,2,145,0,0,0,0,0,,MnPrv,,0,Jul,2008,WD,Normal,130250,2,2,,1.0,1.0,,4,1,1,1.0,2.0,1.0,2.0,1,1,30,9.0,9,3,,924.0,,4,1,,308.0,,1,2.0,1876,938,0,0.0,0
45,SC20,RL,70.0,7945,2,,4,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,6,1959,1959,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,3,3,CBlock,3.0,3.0,0.0,5.0,179,4.0,506,465,1150,GasA,5,Y,FuseA,1150,0,0,1150,1,0,1,0,3,1,3,6,8,0,,Attchd,1959.0,RFn,1,300,3.0,3.0,2,0,0,0,0,0,0,,,,0,May,2006,WD,Normal,141000,2,2,,1.0,1.0,,4,1,2,2.0,2.0,1.0,1.0,1,1,30,9.0,9,3,,900.0,,4,1,,300.0,,1,2.0,2300,1150,0,0.0,0
46,SC120,RL,61.0,7658,2,,4,Lvl,4,Inside,3,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,412.0,5,3,PConc,5.0,3.0,0.0,6.0,456,1.0,0,1296,1752,GasA,5,Y,SBrkr,1752,0,0,1752,1,0,2,0,2,1,5,6,8,1,4.0,Attchd,2005.0,RFn,2,576,3.0,3.0,2,196,82,0,0,0,0,,,,0,Feb,2010,WD,Normal,319900,3,2,,1.0,1.0,2.0,4,2,2,2.0,1.0,1.0,2.0,1,2,45,9.0,15,5,4.0,1728.0,,6,2,,576.0,2.0,2,3.0,3504,1752,82,1.0,0
47,SC50,RL,48.0,12822,2,,3,Lvl,4,CulDSac,3,Mitchel,Norm,Norm,1Fam,1.5Fin,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,5.0,3.0,0.0,6.0,1351,1.0,0,83,1434,GasA,5,Y,SBrkr,1518,631,0,2149,1,0,1,1,1,1,4,6,8,1,5.0,Attchd,2003.0,RFn,2,670,3.0,3.0,2,168,43,0,0,198,0,,,,0,Aug,2009,WD,Abnorml,239686,3,2,,1.0,1.0,2.0,4,2,2,2.0,1.0,1.0,2.0,1,2,35,9.0,12,4,5.0,2010.0,,6,2,,670.0,2.0,2,2.5,3583,2149,241,0.0,0
48,SC20,FV,84.0,11096,2,,4,Lvl,4,Inside,3,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,2.0,6.0,24,1.0,0,1632,1656,GasA,5,Y,SBrkr,1656,0,0,1656,0,0,2,0,3,1,4,7,8,0,,Attchd,2006.0,RFn,3,826,3.0,3.0,2,0,146,0,0,0,0,,,,0,Jul,2007,WD,Normal,249700,3,2,,1.0,1.0,,4,2,2,2.0,1.0,1.0,2.0,1,2,40,9.0,12,4,,2478.0,,6,2,,826.0,,2,2.0,3312,1656,146,0.0,0
49,SC190,RM,33.0,4456,2,,4,Lvl,4,Inside,3,OldTown,Norm,Norm,2fmCon,2Story,4,5,1920,2008,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3.0,3.0,0.0,1.0,0,1.0,0,736,736,GasA,4,Y,SBrkr,736,716,0,1452,0,0,2,0,2,3,3,8,8,0,,,,,0,0,,,0,0,0,102,0,0,0,,,,0,Jun,2009,New,Partial,113000,2,2,,,,,4,1,2,1.0,1.0,1.0,1.0,1,1,20,,9,9,,,,4,1,,,,3,2.0,2188,1452,102,0.0,1
50,SC20,RL,66.0,7742,2,,4,Lvl,4,Inside,3,Sawyer,Norm,Norm,1Fam,1Story,5,7,1966,1966,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3.0,3.0,0.0,4.0,763,1.0,0,192,955,GasA,5,Y,SBrkr,955,0,0,955,1,0,1,0,3,1,3,6,8,0,,Attchd,1966.0,Unf,1,386,3.0,3.0,2,0,0,0,0,0,0,,MnPrv,,0,Jan,2007,WD,Normal,127000,2,3,,1.0,1.0,,4,1,2,2.0,1.0,1.0,1.0,1,1,35,9.0,9,3,,1158.0,,6,1,,386.0,,1,2.0,1910,955,0,0.0,0
51,SC60,RL,,13869,2,,2,Lvl,4,Corner,3,Gilbert,Norm,Norm,1Fam,2Story,6,6,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4.0,3.0,2.0,6.0,182,1.0,0,612,794,GasA,4,Y,SBrkr,794,676,0,1470,0,1,2,0,3,1,3,6,8,0,,Attchd,1997.0,Fin,2,388,3.0,3.0,2,0,75,0,0,0,0,,,,0,Jul,2007,WD,Normal,177000,2,2,,1.0,1.0,,4,1,2,2.0,1.0,1.0,2.0,1,1,36,9.0,9,3,,1164.0,,4,1,,388.0,,1,2.5,2264,1470,75,0.0,0
52,SC50,RM,52.0,6240,2,,4,Lvl,4,Inside,3,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1934,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,3.0,3.0,0.0,1.0,0,1.0,0,816,816,GasA,3,Y,SBrkr,816,0,360,1176,0,0,1,0,3,1,3,6,8,1,4.0,Detchd,1985.0,Unf,2,528,3.0,3.0,2,112,0,0,0,0,0,,MnPrv,Shed,400,Sep,2006,WD,Normal,114500,2,2,,1.0,1.0,2.0,4,1,1,1.0,1.0,1.0,1.0,1,1,36,9.0,9,3,4.0,1584.0,,4,1,,528.0,2.0,1,1.0,1992,816,0,0.0,0
53,SC90,RM,110.0,8472,1,,2,Bnk,4,Corner,2,IDOTRR,RRNn,Norm,Duplex,1Story,5,5,1963,1963,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,3,CBlock,4.0,3.0,3.0,2.0,104,6.0,712,0,816,GasA,3,N,SBrkr,816,0,0,816,1,0,1,0,2,1,3,5,8,0,,CarPort,1963.0,Unf,2,516,3.0,3.0,2,106,0,0,0,0,0,,,,0,May,2010,WD,Normal,110000,2,2,,1.0,1.0,,4,1,1,1.0,2.0,1.0,2.0,1,1,25,9.0,6,3,,1548.0,,4,1,,516.0,,1,2.0,1632,816,0,0.0,0
54,SC20,RL,68.0,50271,2,,3,Low,4,Inside,3,Veenker,Norm,Norm,1Fam,1Story,9,5,1981,1987,Gable,WdShngl,WdShing,Wd Shng,None,0.0,4,3,CBlock,5.0,3.0,3.0,6.0,1810,1.0,0,32,1842,GasA,4,Y,SBrkr,1842,0,0,1842,2,0,0,1,0,1,4,5,8,1,4.0,Attchd,1981.0,Fin,3,894,3.0,3.0,2,857,72,0,0,0,0,,,,0,Nov,2006,WD,Normal,385000,3,2,,1.0,1.0,2.0,4,2,2,2.0,1.0,1.0,2.0,1,2,45,9.0,12,4,4.0,2682.0,,6,2,,894.0,2.0,2,2.5,3684,1842,72,0.0,0
55,SC80,RL,60.0,7134,2,,4,Bnk,4,Inside,2,NAmes,Norm,Norm,1Fam,SLvl,5,5,1955,1955,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3.0,3.0,0.0,5.0,384,1.0,0,0,384,GasA,3,Y,SBrkr,1360,0,0,1360,0,0,1,0,3,1,3,6,7,1,3.0,Detchd,1962.0,Unf,2,572,3.0,3.0,2,0,50,0,0,0,0,,MnPrv,,0,Feb,2007,WD,Normal,130000,2,2,,1.0,1.0,1.0,3,1,1,2.0,1.0,1.0,1.0,1,1,25,9.0,9,3,3.0,1716.0,,4,1,,572.0,1.0,1,1.0,1744,1360,50,0.0,0
56,SC20,RL,100.0,10175,2,,3,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,6,5,1964,1964,Gable,CompShg,HdBoard,Plywood,BrkFace,272.0,3,3,CBlock,3.0,3.0,0.0,4.0,490,1.0,0,935,1425,GasA,4,Y,SBrkr,1425,0,0,1425,0,0,2,0,3,1,3,7,8,1,4.0,Attchd,1964.0,RFn,2,576,3.0,3.0,2,0,0,0,407,0,0,,,,0,Jul,2008,WD,Normal,180500,2,2,,1.0,1.0,2.0,4,1,2,2.0,1.0,1.0,1.0,1,1,30,9.0,9,3,4.0,1728.0,,4,1,,576.0,2.0,1,2.0,2850,1425,407,1.0,0
57,SC160,FV,24.0,2645,2,2.0,4,Lvl,4,Inside,3,Somerst,Norm,Norm,Twnhs,2Story,8,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,456.0,4,3,PConc,4.0,3.0,0.0,6.0,649,1.0,0,321,970,GasA,5,Y,SBrkr,983,756,0,1739,1,0,2,1,3,1,4,7,8,0,,Attchd,1999.0,Fin,2,480,3.0,3.0,2,115,0,0,0,0,0,,,,0,Aug,2009,WD,Abnorml,172500,3,2,,1.0,1.0,,4,2,2,2.0,1.0,1.0,2.0,1,2,40,9.0,12,4,,1440.0,,6,2,,480.0,,2,3.5,2709,1739,0,1.0,0
58,SC60,RL,89.0,11645,2,,3,Lvl,4,Corner,3,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,0.0,1.0,0,1.0,0,860,860,GasA,5,Y,SBrkr,860,860,0,1720,0,0,2,1,3,1,4,7,8,0,,Attchd,2004.0,RFn,2,565,3.0,3.0,2,0,70,0,0,0,0,,,,0,Aug,2006,WD,Normal,196500,3,2,,1.0,1.0,,4,2,2,1.0,1.0,1.0,2.0,1,2,35,9.0,12,4,,1695.0,,6,2,,565.0,,2,2.5,2580,1720,70,0.0,0
59,SC60,RL,66.0,13682,2,,2,HLS,4,CulDSac,3,StoneBr,Norm,Norm,1Fam,2Story,10,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,1031.0,5,3,PConc,5.0,3.0,3.0,1.0,0,1.0,0,1410,1410,GasA,5,Y,SBrkr,1426,1519,0,2945,0,0,3,1,3,1,4,10,8,1,4.0,BuiltIn,2006.0,Fin,3,641,3.0,3.0,2,192,0,37,0,0,0,,,,0,Oct,2006,New,Partial,438780,3,2,,1.0,1.0,2.0,4,2,2,1.0,1.0,1.0,2.0,1,2,50,9.0,15,4,4.0,1923.0,,6,2,,641.0,2.0,2,3.5,4355,2945,37,1.0,1
60,SC20,RL,60.0,7200,2,,4,Bnk,4,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3.0,3.0,2.0,5.0,632,1.0,0,148,780,GasA,5,Y,SBrkr,780,0,0,780,0,0,1,0,2,1,3,4,8,0,,Detchd,1973.0,Unf,1,352,3.0,3.0,2,196,0,0,0,0,0,,MnPrv,,0,Jan,2008,WD,Normal,124900,2,3,,1.0,1.0,,4,1,2,2.0,1.0,1.0,1.0,1,1,35,9.0,9,3,,1056.0,,6,1,,352.0,,1,1.0,1560,780,0,0.0,0
61,SC20,RL,63.0,13072,2,,4,Lvl,4,Inside,3,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4.0,3.0,0.0,5.0,941,1.0,0,217,1158,GasA,5,Y,SBrkr,1158,0,0,1158,1,0,1,1,3,1,4,5,8,0,,Detchd,2006.0,Unf,2,576,3.0,3.0,2,0,50,0,0,0,0,,,,0,May,2006,New,Partial,158000,2,2,,1.0,1.0,,4,2,2,2.0,1.0,1.0,2.0,1,1,30,9.0,9,4,,1728.0,,4,1,,576.0,,2,2.5,2316,1158,50,0.0,1
62,SC75,RM,60.0,7200,2,,4,Lvl,4,Inside,3,IDOTRR,Norm,Norm,1Fam,2.5Unf,5,7,1920,1996,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3.0,2.0,0.0,1.0,0,1.0,0,530,530,GasA,3,N,SBrkr,581,530,0,1111,0,0,1,0,3,1,2,6,8,0,,Detchd,1935.0,Unf,1,288,3.0,3.0,0,0,0,144,0,0,0,,,,0,Mar,2007,WD,Normal,101000,2,3,,1.0,1.0,,4,1,1,1.0,1.0,1.0,1.0,1,1,35,9.0,9,2,,864.0,,6,1,,288.0,,1,1.0,1641,1111,144,0.0,0
63,SC120,RL,44.0,6442,2,,3,Lvl,4,Inside,3,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,178.0,4,3,PConc,4.0,4.0,1.0,6.0,24,1.0,0,1346,1370,GasA,5,Y,SBrkr,1370,0,0,1370,0,0,2,0,2,1,4,6,8,1,4.0,Attchd,2006.0,RFn,2,484,3.0,3.0,2,120,49,0,0,0,0,,,,0,Oct,2007,WD,Normal,202500,3,2,,1.0,1.0,2.0,4,2,2,2.0,1.0,2.0,2.0,1,2,40,9.0,12,4,4.0,1452.0,,6,2,,484.0,2.0,2,2.0,2740,1370,49,1.0,0
64,SC70,RM,50.0,10300,2,,3,Bnk,4,Inside,3,OldTown,RRAn,Feedr,1Fam,2Story,7,6,1921,1950,Gable,CompShg,Stucco,Stucco,None,0.0,3,3,BrkTil,3.0,3.0,0.0,1.0,0,1.0,0,576,576,GasA,4,Y,SBrkr,902,808,0,1710,0,0,2,0,3,1,3,9,8,0,,Detchd,1990.0,Unf,2,480,3.0,3.0,2,12,11,64,0,0,0,,GdPrv,,0,Apr,2010,WD,Normal,140000,3,2,,1.0,1.0,,4,1,2,1.0,1.0,1.0,1.0,1,1,42,9.0,9,3,,1440.0,,6,1,,480.0,,1,2.0,2286,1710,75,0.0,0
65,SC60,RL,,9375,2,,4,Lvl,4,Inside,3,CollgCr,Norm,Norm,1Fam,2Story,7,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,573.0,3,3,PConc,4.0,3.0,0.0,6.0,739,1.0,0,318,1057,GasA,5,Y,SBrkr,1057,977,0,2034,1,0,2,1,3,1,4,8,8,0,,Attchd,1998.0,RFn,2,645,3.0,3.0,2,576,36,0,0,0,0,,GdPrv,,0,Feb,2009,WD,Normal,219500,3,2,,1.0,1.0,,4,2,2,2.0,1.0,1.0,2.0,1,1,35,9.0,9,4,,1935.0,,6,1,,645.0,,2,3.5,3091,2034,36,1.0,0
66,SC60,RL,76.0,9591,2,,4,Lvl,4,Inside,3,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,344.0,4,3,PConc,5.0,3.0,2.0,1.0,0,1.0,0,1143,1143,GasA,5,Y,SBrkr,1143,1330,0,2473,0,0,2,1,4,1,4,9,8,1,4.0,BuiltIn,2004.0,RFn,3,852,3.0,3.0,2,192,151,0,0,0,0,,,,0,Oct,2007,WD,Normal,317000,3,2,,1.0,1.0,2.0,4,2,2,1.0,1.0,1.0,2.0,1,2,40,9.0,12,4,4.0,2556.0,,6,2,,852.0,2.0,2,2.5,3616,2473,151,1.0,0
67,SC20,RL,,19900,2,,4,Lvl,4,Inside,3,NAmes,PosA,Norm,1Fam,1Story,7,5,1970,1989,Gable,CompShg,Plywood,Plywood,BrkFace,287.0,3,3,CBlock,4.0,3.0,3.0,6.0,912,1.0,0,1035,1947,GasA,3,Y,SBrkr,2207,0,0,2207,1,0,2,0,3,1,3,7,7,1,4.0,Attchd,1970.0,RFn,2,576,3.0,3.0,2,301,0,0,0,0,0,,,,0,Jul,2010,WD,Normal,180000,3,2,,1.0,1.0,2.0,3,1,1,2.0,1.0,1.0,2.0,1,1,35,9.0,9,3,4.0,1728.0,,6,1,,576.0,2.0,1,3.0,4154,2207,0,1.0,0
68,SC20,RL,72.0,10665,2,,3,Lvl,4,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,167.0,4,3,PConc,4.0,3.0,2.0,6.0,1013,1.0,0,440,1453,GasA,5,Y,SBrkr,1479,0,0,1479,1,0,2,0,3,1,4,7,8,0,,Attchd,2003.0,RFn,2,558,3.0,3.0,2,144,29,0,0,0,0,,,,0,Jun,2007,WD,Normal,226000,3,2,,1.0,1.0,,4,2,2,2.0,1.0,1.0,2.0,1,2,35,9.0,12,4,,1674.0,,6,2,,558.0,,2,3.0,2932,1479,29,1.0,0
69,SC30,RM,47.0,4608,2,,4,Lvl,4,Corner,3,OldTown,Artery,Norm,1Fam,1Story,4,6,1945,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3.0,3.0,0.0,1.0,0,1.0,0,747,747,GasA,3,Y,SBrkr,747,0,0,747,0,0,1,0,2,1,3,4,8,0,,Attchd,1945.0,Unf,1,220,3.0,3.0,2,0,0,0,0,0,0,,,,0,Jun,2010,WD,Normal,80000,2,2,,1.0,1.0,,4,1,1,1.0,1.0,1.0,1.0,2,1,24,9.0,12,3,,660.0,,4,2,,220.0,,1,1.0,1494,747,0,0.0,0
70,SC50,RL,81.0,15593,2,,4,Lvl,4,Corner,3,ClearCr,Norm,Norm,1Fam,1.5Fin,7,4,1953,1953,Gable,CompShg,BrkFace,AsbShng,None,0.0,4,3,CBlock,3.0,3.0,0.0,4.0,603,1.0,0,701,1304,GasW,3,Y,SBrkr,1304,983,0,2287,0,0,2,0,3,1,3,7,8,1,3.0,Attchd,1953.0,Fin,2,667,3.0,3.0,2,0,21,114,0,0,0,,,,0,Jul,2006,WD,Normal,225000,3,2,,1.0,1.0,1.0,4,1,1,2.0,1.0,1.0,1.0,1,2,28,9.0,12,3,3.0,2001.0,,6,2,,667.0,1.0,1,2.0,3591,2287,135,0.0,0
71,SC20,RL,95.0,13651,2,,3,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,7,6,1973,1973,Gable,CompShg,Plywood,Plywood,BrkFace,1115.0,3,4,CBlock,4.0,3.0,3.0,5.0,1880,1.0,0,343,2223,GasA,5,Y,SBrkr,2223,0,0,2223,1,0,2,0,3,1,3,8,8,2,4.0,Attchd,1973.0,Fin,2,516,3.0,3.0,2,300,0,0,0,0,0,,,,0,Feb,2007,WD,Normal,244000,3,2,,1.0,1.0,2.0,4,1,2,2.0,1.0,1.0,2.0,2,1,42,9.0,12,3,8.0,1548.0,,6,2,,516.0,4.0,1,3.0,4446,2223,0,1.0,0
72,SC20,RL,69.0,7599,2,,4,Lvl,4,Corner,3,Mitchel,Norm,Norm,1Fam,1Story,4,6,1982,2006,Gable,CompShg,HdBoard,Plywood,None,0.0,3,3,CBlock,3.0,3.0,0.0,5.0,565,1.0,0,280,845,GasA,3,Y,SBrkr,845,0,0,845,1,0,1,0,2,1,3,4,8,0,,Detchd,1987.0,Unf,2,360,3.0,3.0,2,0,0,0,0,0,0,,,,0,Jun,2007,WD,Normal,129500,2,2,,1.0,1.0,,4,1,1,2.0,1.0,1.0,1.0,1,1,24,9.0,9,3,,1080.0,,4,1,,360.0,,1,2.0,1690,845,0,0.0,0
73,SC60,RL,74.0,10141,2,,3,Lvl,4,Corner,3,Gilbert,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,3,3,PConc,4.0,3.0,0.0,1.0,0,1.0,0,832,832,GasA,4,Y,SBrkr,885,833,0,1718,0,0,2,1,3,1,3,7,8,1,3.0,Attchd,1998.0,Fin,2,427,3.0,3.0,2,0,94,0,0,291,0,,,,0,Dec,2009,WD,Normal,185000,3,2,,1.0,1.0,1.0,4,1,2,1.0,1.0,1.0,2.0,1,1,35,9.0,9,3,3.0,1281.0,,6,1,,427.0,1.0,1,2.5,2550,1718,385,1.0,0
74,SC20,RL,85.0,10200,2,,4,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,7,1954,2003,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,104.0,3,3,CBlock,3.0,3.0,0.0,5.0,320,4.0,362,404,1086,GasA,4,Y,SBrkr,1086,0,0,1086,1,0,1,0,3,1,3,6,8,0,,Attchd,1989.0,Unf,2,490,3.0,3.0,2,0,0,0,0,0,0,,GdWo,,0,May,2010,WD,Normal,144900,2,3,,1.0,1.0,,4,1,2,2.0,2.0,1.0,1.0,1,1,35,9.0,9,3,,1470.0,,6,1,,490.0,,1,2.0,2172,1086,0,1.0,0
75,SC50,RM,60.0,5790,2,,4,Lvl,4,Corner,3,OldTown,Norm,Norm,1Fam,2Story,3,6,1915,1950,Gambrel,CompShg,VinylSd,VinylSd,None,0.0,4,4,CBlock,2.0,3.0,0.0,1.0,0,1.0,0,840,840,GasA,4,N,SBrkr,840,765,0,1605,0,0,2,0,3,2,3,8,8,0,,Detchd,1915.0,Unf,1,379,3.0,3.0,2,0,0,202,0,0,0,,,,0,May,2010,WD,Normal,107400,1,2,,1.0,1.0,,4,1,2,1.0,1.0,1.0,1.0,2,2,18,9.0,16,6,,1137.0,,2,4,,379.0,,2,2.0,2445,1605,202,0.0,0
